ER53001,ER53002,ER53017,ER53019,ER53023,ER53935,ER54309,ER58223,ER58224
4,7934,33,0,5,6000,0,13,0
4,523,46,41,1,28000,0,12,12
4,8769,30,29,1,8000,15000,8,13
4,1586,37,35,1,28000,21000,14,13
4,8955,32,0,4,13995,0,12,0
4,6708,31,31,1,52000,30000,14,15
4,2397,32,45,2,51000,0,11,6
4,7096,26,24,1,40000,0,14,9
4,1213,61,60,1,45000,0,12,11
4,200,32,38,1,50000,22000,12,14
4,1971,89,0,3,0,0,12,0
4,2072,32,0,2,48000,0,17,0
4,858,50,49,1,101000,13000,16,17
4,2118,71,64,1,0,0,16,16
4,2499,37,35,1,90000,130000,16,17
4,8831,40,43,1,48000,82000,14,17
4,2988,42,0,2,40000,0,14,0
4,489,66,66,1,0,12000,17,16
4,8483,49,0,4,0,0,10,0
4,3671,31,31,2,40000,10000,14,17
4,3600,59,57,1,147000,47000,16,16
4,2906,41,46,1,39000,7500,12,13
4,8153,30,29,1,36000,23000,14,99
4,3141,66,0,3,0,0,17,0
4,378,37,38,1,2000,175000,16,17
4,3121,76,0,3,0,0,17,0
4,3708,79,0,3,0,0,12,0
4,1832,57,0,4,0,0,13,0
4,865,54,0,4,15000,0,12,0
4,1640,52,58,1,19000,22000,13,12
4,1875,34,0,2,0,0,11,0
4,1555,47,29,1,0,10400,12,9
4,2907,46,45,1,60000,27500,12,12
4,9051,43,0,4,31000,0,13,0
4,394,62,0,4,102000,0,17,0
4,5769,35,0,4,91000,0,99,0
4,8680,33,0,2,26500,0,16,0
4,910,63,63,1,200000,80000,16,17
4,1234,75,77,1,0,0,12,12
4,2033,59,0,4,20000,0,12,0
4,1379,53,54,1,9999998,0,12,12
4,1702,41,46,1,41000,41000,12,12
4,1544,39,0,4,0,0,12,0
4,1688,33,0,2,14400,0,16,0
4,1889,36,0,4,27000,0,14,0
4,521,69,0,3,16000,0,12,0
4,4904,49,0,4,43000,0,16,0
4,6596,44,0,4,50000,0,14,0
4,7034,20,0,2,24000,0,13,0
4,284,77,68,1,0,0,12,13
4,1120,64,63,1,0,50575,12,12
4,4508,62,62,1,66000,0,13,12
4,9081,39,37,1,147000,45000,16,16
4,2504,44,41,1,38000,71000,16,16
4,6879,47,44,1,1000,60000,13,17
4,4916,67,67,1,0,0,14,17
4,6106,49,38,1,115374,75374,17,17
4,2171,74,71,1,0,0,17,14
4,1465,52,42,1,63000,26000,16,16
4,4602,59,61,1,62000,0,99,12
4,6489,66,58,1,32000,33000,12,14
4,2620,48,30,1,58000,32000,7,12
4,6313,30,33,1,16000,3000,13,12
4,8011,33,30,1,30000,30000,12,16
4,1071,52,48,1,65000,27000,12,12
4,220,50,48,1,0,25000,12,13
4,7264,26,0,2,14000,0,17,0
4,9037,21,0,2,0,0,11,0
4,9028,28,23,1,72800,0,11,99
4,8183,32,0,5,10000,0,12,0
4,237,88,87,1,0,0,11,14
4,184,79,85,1,0,0,16,15
4,2001,53,50,1,75000,33800,16,16
4,6695,51,51,1,200000,0,16,13
4,3648,25,0,2,22000,0,16,0
4,4334,23,0,2,20000,0,16,0
4,3580,53,48,1,140000,110000,16,16
4,1703,81,0,3,0,0,17,0
4,971,59,51,1,54490,103245,16,17
4,2536,55,62,1,64000,0,16,16
4,1543,53,51,1,290000,81000,17,16
4,2416,28,28,1,38717,35860,16,16
4,1178,25,0,2,0,0,17,0
4,3658,24,0,2,38000,0,16,0
4,4030,22,0,2,20000,0,16,0
4,4040,26,27,1,37000,85000,17,17
4,920,26,25,1,55000,48000,17,16
4,8158,84,0,4,0,0,12,0
4,8052,57,0,4,0,0,12,0
4,3558,62,51,1,0,14500,12,12
4,6555,43,43,1,0,0,12,14
4,6322,33,30,1,42000,1000,15,12
4,4915,41,29,1,30000,4000,12,12
4,6983,43,33,4,16000,15000,9,13
4,9061,53,0,2,14000,0,17,0
4,6740,46,49,1,50000,76000,12,14
4,3817,22,22,2,35000,12000,13,14
4,936,71,69,1,54000,0,17,12
4,719,42,42,1,120000,800,16,17
4,2792,71,0,4,0,0,12,0
4,8968,66,0,4,0,0,12,0
4,7662,38,48,1,11000,45000,12,17
4,3596,86,0,3,0,0,12,0
4,2821,63,0,4,24800,0,12,0
4,1579,36,34,1,52000,32000,17,13
4,7878,48,51,1,47000,22000,14,12
4,7955,56,63,1,43000,0,16,17
4,1576,76,75,1,0,500,14,12
4,5163,49,48,1,400000,5000,17,16
4,5464,21,0,2,90000,0,13,0
4,2755,47,46,1,94000,26000,13,16
4,8773,29,26,1,50000,19000,16,15
4,2426,57,58,1,15000,17000,12,12
4,8073,35,0,2,70000,0,17,0
4,6704,31,30,1,0,0,13,8
4,8721,61,59,1,79000,80000,16,17
4,3439,80,0,3,0,0,12,0
4,1826,47,0,4,45000,0,16,0
4,5607,38,0,4,0,0,12,0
4,1912,37,38,1,45000,20000,14,14
4,8562,34,0,4,50000,0,12,0
4,1466,31,0,5,32000,0,12,0
4,8555,34,0,5,0,0,11,0
4,8064,31,27,1,52000,15000,12,12
4,1029,68,0,3,0,0,7,0
4,897,47,0,4,0,0,12,0
4,5929,46,39,1,0,37000,16,17
4,928,45,41,1,50000,45000,12,12
4,1005,23,0,2,0,0,12,0
4,5728,23,0,5,35000,0,10,0
4,6962,20,0,2,30000,0,12,0
4,8481,18,17,1,0,0,11,10
4,2793,23,21,1,72200,12000,9,10
4,2215,45,42,1,25000,28000,6,8
4,7286,75,74,1,17000,11000,17,12
4,7398,47,45,1,25000,140000,16,16
4,1811,58,56,1,86000,70000,12,12
4,1788,65,64,1,45000,0,17,13
4,4873,44,40,1,140000,800,14,16
4,679,44,0,5,46800,0,14,0
4,1435,43,41,1,79000,21000,14,16
4,8636,37,37,1,45000,25000,17,16
4,5403,37,30,1,2760,6000,13,14
4,2349,80,0,4,0,0,12,0
4,161,66,0,4,125000,0,14,0
4,2087,37,0,4,19085,0,16,0
4,6982,59,0,3,0,0,12,0
4,6273,53,0,4,25000,0,14,0
4,6891,37,28,4,31000,23000,14,12
4,6453,28,0,2,9999999,0,12,0
4,6087,25,0,2,12000,0,17,0
4,7855,55,62,1,0,49500,12,17
4,6549,35,0,4,87000,0,17,0
4,8552,22,22,1,28000,25000,12,12
4,6807,69,0,3,0,0,12,0
4,8324,50,49,1,37294,16406,12,12
4,6245,43,45,1,20000,0,10,12
4,8649,23,22,1,17000,44000,13,12
4,7001,67,0,3,0,0,12,0
4,7005,45,0,4,9000,0,12,0
4,8612,39,0,2,80000,0,11,0
4,7176,24,24,1,35000,7500,12,15
4,7331,20,0,2,20000,0,12,0
4,542,67,0,3,23000,0,13,0
4,924,46,44,1,0,3500,12,12
4,4523,59,56,5,0,32000,12,12
4,6939,58,60,1,0,30000,12,13
4,8473,46,0,4,0,0,14,0
4,8544,32,0,2,30000,0,14,0
4,4656,28,0,2,35000,0,16,0
4,8705,25,0,2,15000,0,14,0
4,8655,33,35,1,40000,34000,12,14
4,5920,79,0,3,4800,0,11,0
4,1433,54,0,4,77000,0,15,0
4,1743,30,0,2,8880,0,12,0
4,6499,59,0,4,13000,0,12,0
4,5970,50,54,1,147000,101000,16,14
4,8455,49,0,4,48000,0,12,0
4,6769,36,0,4,0,0,10,0
4,7136,45,0,4,71000,0,17,0
4,4773,59,53,1,157000,0,16,14
4,1072,57,57,1,70746,29475,12,16
4,1558,40,38,1,125000,0,14,15
4,921,33,27,1,40000,0,12,12
4,5363,25,0,1,19000,0,16,0
4,1168,62,61,1,40000,0,12,12
4,560,39,37,1,56000,55000,13,17
4,5320,55,54,1,210000,17000,17,12
4,3176,64,0,4,0,0,12,0
4,4210,43,0,2,132000,0,17,0
4,1334,53,45,1,115000,3000,12,14
4,1737,85,0,3,0,0,12,0
4,1902,57,56,1,40000,70000,14,17
4,2402,30,29,1,65000,54000,16,99
4,643,26,27,1,36000,41000,16,16
4,2996,52,0,4,41000,0,14,0
4,3124,35,33,1,16000,11000,15,17
4,1093,64,0,3,2400,0,15,0
4,6718,43,0,4,0,0,11,0
4,5133,38,0,5,738,0,9,0
4,880,40,32,1,2200,100,12,11
4,4626,36,0,2,17000,0,10,0
4,3554,21,0,2,0,0,11,0
4,4640,21,0,2,27000,0,13,0
4,9002,18,0,2,0,0,11,0
4,4181,33,0,2,0,0,10,0
4,494,36,38,1,35000,26000,12,16
4,3247,75,60,1,0,200,12,12
4,3285,29,36,2,70000,55000,13,14
4,2775,28,32,1,3500,500,10,13
4,5711,66,0,3,0,0,14,0
4,3891,38,46,1,53000,30000,13,12
4,899,81,0,3,0,0,12,0
4,8497,54,52,1,88000,4800,12,14
4,8642,24,24,1,16000,16000,15,15
4,635,33,37,1,9999998,28000,16,15
4,29,80,78,1,0,0,15,11
4,3691,60,55,1,140000,75000,14,13
4,5817,58,47,1,36400,33350,13,12
4,1410,53,54,1,0,32000,17,12
4,4753,32,0,4,41600,0,14,0
4,6137,32,0,4,60000,0,16,0
4,4514,30,28,1,63000,24000,16,17
4,8372,30,29,1,50000,75000,16,17
4,1353,21,0,2,12000,0,13,0
4,4178,45,0,4,9999998,0,15,0
4,3851,30,0,5,30000,0,11,0
4,3207,50,55,4,29120,63000,15,13
4,5677,27,27,1,42000,42000,17,17
4,6345,47,40,1,42800,17000,11,14
4,8141,35,0,5,28000,0,13,0
4,8146,29,0,2,9999998,0,13,0
4,6844,28,0,2,13200,0,12,0
4,8752,24,22,2,40000,0,12,12
4,6352,49,51,1,48568,29165,11,14
4,7158,42,40,1,43000,0,12,13
4,6873,35,26,1,26000,16000,11,11
4,6525,32,25,1,9999998,0,10,12
4,1458,51,0,4,0,0,13,0
4,4183,46,0,4,0,0,11,0
4,4866,25,22,2,19000,0,12,12
4,2717,21,0,2,0,0,14,0
4,3849,19,0,2,8000,0,13,0
4,1449,55,0,4,30000,0,11,0
4,4206,39,0,5,1800,0,14,0
4,2257,71,63,1,0,0,16,17
4,3275,50,53,1,3300000,0,17,16
4,1562,36,35,1,72000,75000,17,16
4,528,68,67,1,7200,0,17,17
4,5657,76,70,1,0,750,17,17
4,103,57,0,2,3260,0,14,0
4,4589,82,0,3,0,0,8,0
4,2745,59,0,4,81000,0,17,0
4,8373,40,39,1,73000,62000,16,17
4,4059,37,0,2,90000,0,17,0
4,5699,34,0,2,25000,0,17,0
4,5311,34,0,2,97000,0,17,0
4,1939,30,33,1,31200,30500,14,14
4,2214,63,62,1,125,45000,17,14
4,799,74,0,4,0,0,17,0
4,835,45,44,1,58000,62000,17,17
4,986,69,69,1,0,0,12,14
4,5828,46,0,4,0,0,12,0
4,1668,41,0,4,0,0,14,0
4,468,48,0,4,62000,0,12,0
4,1520,54,46,1,24000,0,12,14
4,2874,83,0,3,0,0,12,0
4,7740,57,0,5,48000,0,12,0
4,2027,38,35,1,32000,45000,12,12
4,1136,64,63,1,160000,0,17,16
4,8223,36,36,1,25000,0,17,17
4,8031,33,32,1,90000,300,17,17
4,5992,31,31,1,96000,0,16,16
4,1988,57,59,1,200000,0,14,16
4,1925,37,29,1,47000,17000,16,16
4,401,31,29,1,10500,0,17,15
4,2738,68,62,1,94000,28000,17,16
4,5986,35,34,1,98000,101000,16,17
4,5375,37,31,1,38000,55000,16,16
4,5841,33,36,1,40200,60000,15,17
4,629,66,0,3,0,0,13,0
4,1457,45,36,1,0,45000,12,16
4,8745,21,0,2,10800,0,12,0
4,2843,60,63,1,56000,52800,17,17
4,5617,37,35,1,53000,3000,17,17
4,5984,24,0,2,45000,0,12,0
4,7641,57,57,1,0,19000,12,16
4,7388,30,30,1,95000,0,16,16
4,610,33,26,2,25000,16000,11,99
4,6929,32,0,2,0,0,14,0
4,4168,47,0,2,0,0,14,0
4,1935,52,52,1,120000,45840,16,17
4,2154,25,0,2,9000,0,16,0
4,1510,62,64,1,100000,0,99,13
4,4812,40,38,1,89000,0,15,15
4,7971,35,0,5,0,0,13,0
4,1031,35,0,2,12000,0,13,0
4,2863,58,58,4,30000,0,12,12
4,3945,29,0,2,30000,0,13,0
4,2910,41,29,2,8000,7000,12,16
4,6402,25,0,2,16000,0,14,0
4,7928,24,0,2,0,0,9,0
4,6518,58,58,1,144000,0,14,16
4,6169,56,51,1,95000,65000,12,13
4,6069,33,32,2,34000,32000,12,12
4,1148,70,65,1,0,0,11,11
4,6214,45,47,4,42000,50467,11,16
4,3652,39,0,4,6000,0,13,0
4,2674,38,0,4,30000,0,12,0
4,2572,31,0,2,22000,0,13,0
4,1240,64,60,1,0,2600,12,12
4,3295,34,29,1,48000,50000,16,16
4,6430,30,30,1,47000,55000,99,99
4,3656,53,0,4,0,0,11,0
4,390,42,0,4,300,0,8,0
4,7888,39,0,4,0,0,9,0
4,6021,55,54,1,0,0,16,12
4,5070,50,0,2,4500,0,15,0
4,4099,30,26,2,40000,0,9,8
4,3912,53,51,1,0,0,12,14
4,6864,85,0,3,0,0,12,0
4,1909,64,0,3,0,0,15,0
4,2867,54,0,4,0,0,11,0
4,7326,41,24,2,20000,17000,12,11
4,5345,34,32,1,56000,18000,12,12
4,2139,63,61,1,60000,0,11,12
4,2210,62,62,1,40000,9999998,12,14
4,1729,64,0,4,100,0,15,0
4,2478,41,0,4,0,0,12,0
4,2576,28,31,1,12000,0,12,12
4,1477,66,63,1,0,0,12,12
4,8123,44,33,1,48000,31000,12,13
4,1172,37,42,1,56000,30000,12,13
4,7441,40,0,5,31000,0,15,0
4,967,45,0,2,0,0,9,0
4,733,26,0,2,9000,0,11,0
4,1085,47,0,4,24000,0,12,0
4,5199,49,58,1,50000,50000,14,15
4,6176,66,61,1,0,0,12,14
4,4434,38,35,1,37000,31000,12,12
4,4728,36,36,4,62000,75000,11,12
4,4798,62,61,1,135000,56500,12,12
4,7411,71,70,1,0,16900,12,12
4,1023,50,49,1,45000,8000,12,12
4,7287,53,48,1,49000,37000,12,12
4,493,79,75,1,0,0,99,10
4,3114,52,47,1,43582,43492,12,14
4,6056,50,45,1,25000,18000,10,11
4,1185,34,30,1,52000,49000,16,16
4,2697,27,0,2,16000,0,12,0
4,4533,26,0,2,30000,0,15,0
4,849,57,56,1,52000,27900,12,12
4,4188,36,33,1,51000,80000,14,17
4,8566,26,0,2,27000,0,12,0
4,4402,26,29,2,18000,24000,12,14
4,5138,25,26,1,8500,7400,10,12
4,4106,20,22,1,30000,7000,13,14
4,1329,69,66,1,0,0,12,12
4,1209,43,47,1,35000,25000,12,14
4,872,40,43,1,73000,12000,16,12
4,970,58,0,4,99999,0,17,0
4,2529,57,0,4,0,0,17,0
4,2698,54,0,4,57000,0,17,0
4,3451,29,0,2,48000,0,11,0
4,3179,29,0,2,3829,0,15,0
4,656,28,0,2,6400,0,10,0
4,1936,28,0,2,22360,0,12,0
4,293,32,30,1,42000,38000,14,16
4,5265,92,0,4,0,0,12,0
4,2831,64,62,1,95000,2100,17,17
4,5975,56,57,1,0,70000,17,17
4,4360,54,47,1,53184,13191,17,16
4,1602,65,0,5,8200,0,14,0
4,3922,36,37,1,75000,69000,16,16
4,5793,34,31,2,77000,55000,17,16
4,4588,32,0,2,130000,0,17,0
4,3448,28,0,2,45000,0,17,0
4,3996,62,0,4,50000,0,13,0
4,5277,68,66,1,0,4000,12,17
4,4095,52,51,1,120000,4000,17,16
4,3680,64,57,1,270000,10000,17,17
4,4679,73,74,1,70000,0,12,12
4,6264,52,52,1,42000,92000,17,16
4,5404,48,49,1,37000,99000,16,17
4,3909,22,0,2,15000,0,15,0
4,3413,61,49,1,79000,23000,12,13
4,8526,37,35,4,42000,9999999,12,12
4,2135,36,41,1,35000,20000,14,14
4,3808,34,27,1,32000,7000,12,13
4,1661,53,54,1,31655,0,16,12
4,7083,57,58,4,0,10000,99,12
4,4088,34,35,1,25000,40000,99,14
4,7341,75,0,3,0,0,14,0
4,7634,51,0,4,28000,0,12,0
4,7509,50,0,4,0,0,16,0
4,8405,24,23,2,22200,16000,12,12
4,8079,31,29,2,32000,17000,12,12
4,7573,61,57,1,31000,40000,12,14
4,7785,48,0,2,10000,0,12,0
4,7583,30,0,2,0,0,11,0
4,7788,28,0,2,10000,0,11,0
4,7575,53,47,1,0,0,16,12
4,354,67,0,4,0,0,17,0
4,2167,37,0,2,0,0,14,0
4,6060,42,34,1,20000,45000,14,16
4,2535,68,70,1,0,0,17,15
4,2434,44,42,1,49800,40000,16,16
4,1961,39,39,1,45000,32000,14,16
4,2481,43,41,1,52000,120000,16,15
4,2368,41,36,1,57800,7000,17,13
4,241,73,65,4,0,75000,12,14
4,5813,48,0,2,0,0,17,0
4,2234,72,70,2,0,10860,17,16
4,963,43,50,4,135000,36000,16,15
4,2273,81,77,1,0,0,14,12
4,5121,26,0,4,27000,0,14,0
4,8734,23,0,2,10000,0,12,0
4,4527,55,55,1,29120,57989,11,12
4,2705,35,0,4,16000,0,11,0
4,3067,59,57,1,46000,36000,12,12
4,8876,43,41,1,40000,34904,16,14
4,411,79,0,3,0,0,12,0
4,1696,88,0,3,0,0,16,0
4,5909,62,52,1,0,62100,12,16
4,5021,41,0,4,0,0,12,0
4,2047,40,0,4,44200,0,12,0
4,7859,47,0,5,2000,0,11,0
4,5029,59,61,1,60000,1200,13,13
4,5444,40,41,1,98000,0,16,12
4,5338,36,0,4,51000,0,14,0
4,8399,34,0,4,0,0,12,0
4,8630,27,0,2,60000,0,12,0
4,7981,48,49,1,81000,75000,16,12
4,5351,42,39,1,99000,10000,16,14
4,7541,42,33,1,65000,18000,99,13
4,5509,30,30,1,75000,75000,16,16
4,4075,52,56,1,103554,0,13,15
4,3503,25,26,1,45000,35000,13,14
4,863,65,65,1,1900,0,17,17
4,1390,64,50,1,5537,5537,17,17
4,2151,41,45,1,170000,240000,16,16
4,1546,31,0,2,46000,0,17,0
4,2242,31,30,1,9999999,8000,13,15
4,6798,29,0,2,85000,0,16,0
4,8366,26,0,2,80000,0,16,0
4,4504,65,64,1,102500,16000,17,17
4,2563,61,0,2,0,0,17,0
4,2571,73,0,4,0,0,12,0
4,2584,69,0,4,0,0,12,0
4,2401,31,0,2,0,0,13,0
4,7779,84,0,1,0,0,16,0
4,6534,48,0,4,8000,0,12,0
4,2353,52,51,1,92000,0,17,14
4,7750,68,29,1,0,75000,12,12
4,508,81,0,2,0,0,17,0
4,8610,93,0,3,0,0,6,0
4,702,52,0,4,0,0,13,0
4,4121,21,25,2,4800,0,14,99
4,4490,63,0,4,14800,0,16,0
4,926,86,0,3,0,0,11,0
4,2978,34,31,1,68000,0,15,12
4,3133,34,0,4,0,0,13,0
4,5290,28,28,2,28000,20000,12,14
4,8441,22,0,2,13500,0,14,0
4,8308,44,42,1,58000,14000,14,12
4,2427,33,32,1,32000,9000,14,14
4,978,32,29,1,30000,0,14,12
4,8833,54,49,1,26000,30000,12,12
4,6814,96,0,3,0,0,13,0
4,6783,66,0,4,0,0,12,0
4,7948,60,0,2,20000,0,16,0
4,7998,43,0,4,35000,0,14,0
4,8002,38,36,1,39900,36793,14,16
4,7202,40,35,1,35000,38000,12,14
4,7913,36,40,1,38000,31000,16,16
4,8178,22,25,1,27000,20000,12,14
4,361,79,59,1,0,56054,12,14
4,310,42,34,1,200000,14000,16,16
4,873,85,85,1,9999998,0,12,12
4,6970,35,30,1,0,50000,17,17
4,6566,34,0,2,38000,0,17,0
4,2780,64,58,1,38000,10000,16,16
4,7883,35,31,1,0,0,16,17
4,4521,54,48,1,99800,42300,12,16
4,8102,63,65,4,0,0,16,12
4,1710,58,0,4,0,0,16,0
4,3341,58,0,3,0,0,12,0
4,4953,61,0,2,50000,0,16,0
4,4226,39,0,4,0,0,11,0
4,4209,40,44,1,80000,49000,16,14
4,8462,81,76,1,0,0,12,12
4,4938,37,35,1,133000,115400,16,16
4,5773,82,0,3,0,0,9,0
4,247,61,0,4,11000,0,12,0
4,651,58,55,1,75000,28000,12,12
4,3126,35,29,4,53000,40000,15,12
4,9086,33,30,1,70000,65000,13,16
4,7869,33,0,4,17000,0,14,0
4,4191,83,80,1,12000,0,17,16
4,5484,57,55,1,5700,73000,13,16
4,7570,52,53,1,70000,0,17,16
4,5535,27,25,1,40000,45000,16,16
4,7884,25,0,2,50000,0,17,0
4,4666,35,30,1,0,52000,16,17
4,7821,24,23,1,35000,0,16,17
4,2066,63,0,4,26000,0,12,0
4,2284,60,55,1,63000,45000,14,12
4,5228,77,0,3,0,0,12,0
4,3248,89,0,3,0,0,14,0
4,2922,62,57,1,0,0,14,12
4,2631,58,59,1,16000,20000,17,13
4,1945,65,61,1,53000,0,14,14
4,6514,36,0,4,12000,0,13,0
4,3853,36,31,1,44000,49000,12,12
4,2452,35,32,1,77000,0,15,14
4,2493,34,33,1,34000,42000,12,14
4,3382,56,56,1,56000,58000,12,12
4,6223,33,38,1,50000,48000,13,12
4,7568,39,38,1,98000,0,16,16
4,3471,32,30,1,47000,0,15,12
4,2579,31,32,1,24000,0,16,16
4,4657,36,34,1,12700,52000,16,17
4,4366,88,0,3,0,0,16,0
4,1707,59,64,1,0,21040,16,17
4,1346,58,53,1,23226,0,12,12
4,4707,55,0,4,4000,0,14,0
4,4148,46,47,1,68000,0,14,12
4,5834,34,0,2,50000,0,13,0
4,8589,34,31,1,54000,0,13,13
4,69,75,0,3,0,0,14,0
4,2893,73,0,4,0,0,15,0
4,2289,72,0,4,1700,0,16,0
4,3958,43,0,2,72000,0,17,0
4,7850,40,0,4,53000,0,17,0
4,7418,39,0,4,125000,0,17,0
4,4723,37,38,1,60000,250,16,13
4,2814,35,32,1,40000,36000,14,16
4,3099,60,0,2,64000,0,14,0
4,1253,25,0,2,22000,0,14,0
4,4016,58,54,1,0,10000,17,16
4,4494,36,29,1,150600,0,16,16
4,3720,75,64,1,0,0,12,14
4,483,81,0,5,0,0,14,0
4,5534,59,0,4,0,0,14,0
4,1109,29,29,1,63000,60000,17,17
4,3061,28,0,2,24000,0,14,0
4,3106,28,0,2,38000,0,12,0
4,4782,26,0,2,32000,0,13,0
4,6093,26,0,2,20000,0,14,0
4,5789,23,0,2,40000,0,16,0
4,3139,52,58,4,0,9999998,12,16
4,5419,63,55,3,355000,0,17,16
4,8851,26,26,1,50000,50000,16,16
4,1153,77,0,3,0,0,12,0
4,3322,45,50,1,48000,32000,14,12
4,2121,54,54,1,36500,42000,12,13
4,1397,22,0,2,8000,0,12,0
4,1081,27,28,1,48000,111000,16,16
4,3751,65,59,1,62058,0,16,17
4,1173,29,27,2,35000,10000,11,12
4,7648,73,0,3,0,0,13,0
4,1662,50,48,1,9999999,9999999,16,16
4,2519,33,34,1,48000,24000,14,12
4,6023,59,53,1,49101,0,16,14
4,5820,30,30,1,55000,0,12,16
4,2891,61,59,1,0,0,14,12
4,3134,39,0,4,42000,0,15,0
4,3003,35,0,5,90000,0,14,0
4,2962,29,0,2,18000,0,13,0
4,4711,60,59,1,48600,0,12,12
4,2808,42,38,1,56000,31000,14,12
4,7595,40,41,1,0,24000,11,17
4,8868,40,33,1,43000,22880,12,14
4,5608,49,59,1,80000,62400,13,11
4,2852,39,35,1,49000,35114,13,14
4,4658,51,0,4,0,0,13,0
4,3961,25,0,4,26700,0,11,0
4,7758,24,0,4,0,0,14,0
4,5093,26,23,2,47000,16000,12,12
4,3531,66,65,1,9999998,0,12,12
4,5046,40,39,1,76006,0,12,13
4,6820,38,37,1,82100,4000,12,12
4,3372,35,31,1,5000,8600,12,14
4,7126,32,34,1,79000,11036,15,16
4,3959,64,58,1,0,0,12,12
4,1565,62,65,1,0,0,12,11
4,836,61,57,1,66000,0,12,11
4,631,66,60,1,0,42000,12,12
4,2290,40,38,1,84000,25000,16,16
4,2660,42,43,1,9999999,15000,16,16
4,2518,38,36,1,36000,6000,12,12
4,2216,40,39,1,32000,14700,14,16
4,1445,37,31,1,65000,25000,14,12
4,5291,36,40,1,80000,5000,12,12
4,1793,36,35,1,33600,700,16,14
4,552,34,33,1,40000,40000,14,16
4,2854,31,0,4,108000,0,13,0
4,7206,31,31,1,52150,47560,16,14
4,2356,30,0,2,30000,0,12,0
4,3127,28,0,2,31000,0,17,0
4,1000,27,23,1,40000,15000,14,12
4,951,62,0,3,82776,0,14,0
4,1245,59,57,1,43403,0,12,12
4,4811,33,33,1,74400,0,12,12
4,2428,38,38,1,45000,45000,16,16
4,1914,34,34,1,125600,2500,16,16
4,5299,69,68,1,120000,0,12,12
4,2540,47,47,1,47000,0,12,12
4,4678,51,45,1,3900,250000,17,17
4,5348,44,41,1,50000,18000,11,12
4,6649,43,44,1,36000,0,15,15
4,2017,59,0,4,42000,0,12,0
4,7327,21,0,2,9000,0,13,0
4,4078,66,64,1,23000,0,16,14
4,5475,49,0,4,24500,0,13,0
4,3936,44,34,1,35000,55000,14,12
4,7050,37,34,1,70000,35000,17,17
4,4137,32,0,2,88500,0,17,0
4,1721,81,78,1,350000,80000,17,17
4,1759,54,0,4,275000,0,17,0
4,4155,27,0,2,60000,0,16,0
4,1592,24,0,2,62000,0,16,0
4,5307,57,56,1,205000,25000,16,16
4,8191,52,0,4,0,0,12,0
4,1951,53,0,4,0,0,17,0
4,6613,43,43,1,108000,52500,17,16
4,1582,50,49,1,80000,76000,12,14
4,6955,30,29,1,80000,60000,17,17
4,3583,70,67,1,0,0,14,12
4,6443,66,65,1,0,8400,14,14
4,5072,61,0,2,65000,0,12,0
4,9054,36,37,1,55000,49000,12,16
4,4089,34,0,2,42000,0,16,0
4,8661,46,37,2,0,5600,11,12
4,1771,55,54,1,48000,62000,12,12
4,2644,40,50,2,9999998,24000,99,12
4,1699,91,0,3,0,0,9,0
4,2199,65,0,4,27000,0,12,0
4,6040,44,41,1,68105,0,16,16
4,6481,31,33,1,60000,28000,14,16
4,4309,77,71,1,0,0,12,12
4,1048,78,0,4,25000,0,12,0
4,1786,56,57,1,75000,14400,12,12
4,4607,43,35,1,9999999,9999999,12,12
4,8253,73,0,3,0,0,15,0
4,7609,48,49,1,40000,90000,14,14
4,6538,58,0,2,15800,0,14,0
4,8980,49,0,4,10000,0,14,0
4,2311,49,0,4,65000,0,16,0
4,3933,73,0,3,0,0,7,0
4,829,20,0,2,13000,0,12,0
4,5862,19,19,2,1400,8000,12,12
4,315,69,69,1,2520,0,10,9
4,8561,36,40,1,30000,45700,11,15
4,8163,36,41,2,28350,0,12,9
4,7710,35,39,1,62000,42000,14,12
4,5310,30,30,1,36000,75000,16,16
4,7407,60,63,1,150076,95399,16,16
4,7642,28,28,1,42000,47000,16,17
4,2592,63,0,2,60916,0,12,0
4,1897,43,0,2,34000,0,12,0
4,7450,68,52,1,35000,39000,12,13
4,4425,47,46,1,57000,52000,12,12
4,4928,69,65,1,0,0,12,9
4,6832,63,0,2,0,0,13,0
4,8156,53,0,5,66570,0,12,0
4,3711,51,0,2,52000,0,12,0
4,8925,32,34,2,70000,0,12,12
4,4554,23,0,2,2100,0,13,0
4,5794,36,35,1,112000,80000,16,17
4,6965,40,40,1,60000,109000,17,17
4,1725,54,0,3,8247,0,16,0
4,8331,23,22,2,32968,13393,16,14
4,3284,62,0,3,0,0,12,0
4,3728,38,0,2,50000,0,12,0
4,8670,34,0,5,3000,0,11,0
4,4837,66,60,1,0,8000,12,12
4,4084,72,69,1,0,0,14,12
4,2143,51,46,1,43000,3000,16,17
4,3714,73,0,3,16672,0,10,0
4,8658,42,40,1,73000,5000,12,12
4,8103,25,23,2,45000,32000,14,12
4,4595,62,62,1,156000,16000,16,16
4,6833,27,0,2,85000,0,16,0
4,4022,84,0,3,0,0,8,0
4,724,54,0,2,54000,0,10,0
4,6652,65,64,1,0,24000,10,12
4,3476,69,0,4,0,0,15,0
4,7963,56,47,1,0,39000,12,17
4,3249,61,0,3,5500,0,8,0
4,5231,58,48,1,1000,9999998,11,12
4,1194,55,47,1,35000,24000,11,12
4,6670,52,45,1,8000,0,12,10
4,1577,64,61,1,9172,0,9,12
4,3440,40,0,4,0,0,12,0
